Extra;Data;Especificação;Arrec. Total
9025;30/01/2023;CONTRIBUIÇÃO SINDICAL;27,88
9003;30/01/2023;IRRF;1.065,88
9057;30/01/2023;PREVIDÊNCIA PRÓPRIA - FMS;2.317,01
9014;30/01/2023;INSS SAÚDE;2.327,83
9003;30/01/2023;IRRF;4.543,94
9014;30/01/2023;INSS SAÚDE;1.954,19
9003;30/01/2023;IRRF;323,34
9057;30/01/2023;PREVIDÊNCIA PRÓPRIA - FMS;245,78
9025;30/01/2023;CONTRIBUIÇÃO SINDICAL;144,93
9080;30/01/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;1.718,67
9003;30/01/2023;IRRF;4.380,01
9057;30/01/2023;PREVIDÊNCIA PRÓPRIA - FMS;2.684,02
9052;30/01/2023;EMPRESTIMO CONSIGNADO CEF;1.093,98
9025;30/01/2023;CONTRIBUIÇÃO SINDICAL;72,72
9080;30/01/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;315,19
9003;30/01/2023;IRRF;234,17
9057;30/01/2023;PREVIDÊNCIA PRÓPRIA - FMS;1.228,92
9025;30/01/2023;CONTRIBUIÇÃO SINDICAL;35,76
9003;30/01/2023;IRRF;439,45
9057;30/01/2023;PREVIDÊNCIA PRÓPRIA - FMS;836,32
9025;30/01/2023;CONTRIBUIÇÃO SINDICAL;69,30
9003;30/01/2023;IRRF;355,72
9057;30/01/2023;PREVIDÊNCIA PRÓPRIA - FMS;1.470,56
9014;30/01/2023;INSS SAÚDE;124,47
9003;30/01/2023;IRRF;22,46
9014;30/01/2023;INSS SAÚDE;196,47
9025;30/01/2023;CONTRIBUIÇÃO SINDICAL;388,16
9052;30/01/2023;EMPRESTIMO CONSIGNADO CEF;349,35
9046;30/01/2023;SINDICATO ACS;436,32
9017;30/01/2023;PENSÃO ALIMENTÍCIA;234,36
9080;30/01/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;1.845,02
9003;30/01/2023;IRRF;1.961,84
9057;30/01/2023;PREVIDÊNCIA PRÓPRIA - FMS;7.678,89
9014;30/01/2023;INSS SAÚDE;877,22
9003;30/01/2023;IRRF;1.408,40
9003;30/01/2023;IRRF;1.556,84
9057;30/01/2023;PREVIDÊNCIA PRÓPRIA - FMS;257,89
9014;30/01/2023;INSS SAÚDE;288,38
9003;30/01/2023;IRRF;83,26
9052;27/02/2023;EMPRESTIMO CONSIGNADO CEF;349,35
9025;27/02/2023;CONTRIBUIÇÃO SINDICAL;401,51
9046;27/02/2023;SINDICATO ACS;468,72
9017;27/02/2023;PENSÃO ALIMENTÍCIA;234,36
9080;27/02/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;2.069,33
9003;27/02/2023;IRRF;2.246,89
9057;27/02/2023;PREVIDÊNCIA PRÓPRIA - FMS;7.890,57
9025;27/02/2023;CONTRIBUIÇÃO SINDICAL;144,93
9080;27/02/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;1.718,67
9003;27/02/2023;IRRF;4.380,01
9057;27/02/2023;PREVIDÊNCIA PRÓPRIA - FMS;2.684,02
9025;27/02/2023;CONTRIBUIÇÃO SINDICAL;35,76
9003;27/02/2023;IRRF;439,45
9057;27/02/2023;PREVIDÊNCIA PRÓPRIA - FMS;836,32
9003;27/02/2023;IRRF;1.556,84
9057;27/02/2023;PREVIDÊNCIA PRÓPRIA - FMS;257,89
9025;27/02/2023;CONTRIBUIÇÃO SINDICAL;69,30
9003;27/02/2023;IRRF;355,72
9057;27/02/2023;PREVIDÊNCIA PRÓPRIA - FMS;1.470,56
9014;27/02/2023;INSS SAÚDE;299,90
9003;27/02/2023;IRRF;95,94
9014;27/02/2023;INSS SAÚDE;877,22
9003;27/02/2023;IRRF;1.408,40
9014;27/02/2023;INSS SAÚDE;124,47
9014;27/02/2023;INSS SAÚDE;196,47
9003;27/02/2023;IRRF;22,46
9052;27/02/2023;EMPRESTIMO CONSIGNADO CEF;1.093,98
9046;27/02/2023;SINDICATO ACS;78,12
9080;27/02/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;315,19
9003;27/02/2023;IRRF;274,47
9057;27/02/2023;PREVIDÊNCIA PRÓPRIA - FMS;1.260,42
9025;27/02/2023;CONTRIBUIÇÃO SINDICAL;47,53
9003;27/02/2023;IRRF;1.079,23
9057;27/02/2023;PREVIDÊNCIA PRÓPRIA - FMS;2.345,99
9057;27/02/2023;PREVIDÊNCIA PRÓPRIA - FMS;245,78
9014;27/02/2023;INSS SAÚDE;2.327,83
9003;27/02/2023;IRRF;4.543,94
9014;27/02/2023;INSS SAÚDE;2.278,77
9003;27/02/2023;IRRF;323,34
9002;13/02/2023;ISSQN;42,00
9003;13/02/2023;IRRF;42,00
9002;13/02/2023;ISSQN;39,60
9003;13/02/2023;IRRF;39,60
9002;13/02/2023;ISSQN;90,00
9003;13/02/2023;IRRF;90,00
9052;29/03/2023;EMPRESTIMO CONSIGNADO CEF;349,35
9025;29/03/2023;CONTRIBUIÇÃO SINDICAL;381,71
9046;29/03/2023;SINDICATO ACS;468,72
9017;29/03/2023;PENSÃO ALIMENTÍCIA;234,36
9080;29/03/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;2.069,33
9003;29/03/2023;IRRF;1.840,54
9057;29/03/2023;PREVIDÊNCIA PRÓPRIA - FMS;7.436,97
9025;29/03/2023;CONTRIBUIÇÃO SINDICAL;35,76
9003;29/03/2023;IRRF;439,45
9057;29/03/2023;PREVIDÊNCIA PRÓPRIA - FMS;836,32
9025;29/03/2023;CONTRIBUIÇÃO SINDICAL;69,30
9003;29/03/2023;IRRF;355,72
9057;29/03/2023;PREVIDÊNCIA PRÓPRIA - FMS;1.470,56
9014;29/03/2023;INSS SAÚDE;1.114,04
9003;29/03/2023;IRRF;2.309,56
9014;29/03/2023;INSS SAÚDE;263,78
9003;29/03/2023;IRRF;62,71
9080;29/03/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;315,19
9052;29/03/2023;EMPRESTIMO CONSIGNADO CEF;1.093,98
9046;29/03/2023;SINDICATO ACS;78,12
9003;29/03/2023;IRRF;213,03
9057;29/03/2023;PREVIDÊNCIA PRÓPRIA - FMS;1.184,82
9014;29/03/2023;INSS SAÚDE;595,98
9003;29/03/2023;IRRF;187,67
9057;29/03/2023;PREVIDÊNCIA PRÓPRIA - FMS;245,78
9014;29/03/2023;INSS SAÚDE;1.871,20
9003;29/03/2023;IRRF;2.144,14
9014;29/03/2023;INSS SAÚDE;2.764,76
9003;29/03/2023;IRRF;339,28
9025;29/03/2023;CONTRIBUIÇÃO SINDICAL;47,53
9003;29/03/2023;IRRF;1.079,23
9057;29/03/2023;PREVIDÊNCIA PRÓPRIA - FMS;2.345,99
9025;29/03/2023;CONTRIBUIÇÃO SINDICAL;144,93
9080;29/03/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;1.718,67
9003;29/03/2023;IRRF;5.936,85
9057;29/03/2023;PREVIDÊNCIA PRÓPRIA - FMS;2.941,91
9025;28/04/2023;CONTRIBUIÇÃO SINDICAL;47,53
9003;28/04/2023;IRRF;1.079,23
9057;28/04/2023;PREVIDÊNCIA PRÓPRIA - FMS;2.345,99
9057;28/04/2023;PREVIDÊNCIA PRÓPRIA - FMS;245,78
9014;28/04/2023;INSS SAÚDE;2.142,75
9003;28/04/2023;IRRF;2.284,53
9014;28/04/2023;INSS SAÚDE;2.764,00
9003;28/04/2023;IRRF;327,53
9052;27/04/2023;EMPRESTIMO CONSIGNADO CEF;349,35
9025;27/04/2023;CONTRIBUIÇÃO SINDICAL;381,71
9046;27/04/2023;SINDICATO ACS;468,72
9017;27/04/2023;PENSÃO ALIMENTÍCIA;234,36
9080;27/04/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;2.069,33
9003;27/04/2023;IRRF;1.840,54
9057;27/04/2023;PREVIDÊNCIA PRÓPRIA - FMS;7.436,97
9025;27/04/2023;CONTRIBUIÇÃO SINDICAL;144,93
9080;27/04/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;1.185,73
9003;27/04/2023;IRRF;5.231,01
9057;27/04/2023;PREVIDÊNCIA PRÓPRIA - FMS;2.269,91
9025;27/04/2023;CONTRIBUIÇÃO SINDICAL;35,76
9003;27/04/2023;IRRF;439,45
9057;27/04/2023;PREVIDÊNCIA PRÓPRIA - FMS;836,32
9025;27/04/2023;CONTRIBUIÇÃO SINDICAL;69,30
9003;27/04/2023;IRRF;355,72
9057;27/04/2023;PREVIDÊNCIA PRÓPRIA - FMS;1.246,56
9014;27/04/2023;INSS SAÚDE;1.114,35
9003;27/04/2023;IRRF;2.497,28
9014;27/04/2023;INSS SAÚDE;278,30
9003;27/04/2023;IRRF;72,17
9080;27/04/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;532,94
9003;27/04/2023;IRRF;57,68
9057;27/04/2023;PREVIDÊNCIA PRÓPRIA - FMS;537,60
9057;27/04/2023;PREVIDÊNCIA PRÓPRIA - FMS;246,40
9052;27/04/2023;EMPRESTIMO CONSIGNADO CEF;1.093,98
9046;27/04/2023;SINDICATO ACS;78,12
9080;27/04/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;315,19
