Extra;Data;Especificação;Arrec. Total
9014;26/11/2025;INSS SAÚDE;2.433,08
9003;26/11/2025;IRRF;1.489,89
9014;26/11/2025;INSS SAÚDE;330,58
9003;26/11/2025;IRRF;80,32
9052;26/11/2025;EMPRESTIMO CONSIGNADO CEF;833,29
9025;26/11/2025;CONTRIBUIÇÃO SINDICAL;417,63
9046;26/11/2025;SINDICATO ACS;546,48
9017;26/11/2025;PENSÃO ALIMENTÍCIA;283,24
9080;26/11/2025;EMPRÉSTIMO CONSIGNADO BRADESCO;4.152,43
9003;26/11/2025;IRRF;3.328,54
9057;26/11/2025;PREVIDÊNCIA PRÓPRIA - FMS;9.393,42
9025;26/11/2025;CONTRIBUIÇÃO SINDICAL;272,11
9080;26/11/2025;EMPRÉSTIMO CONSIGNADO BRADESCO;1.711,90
9003;26/11/2025;IRRF;5.507,19
9057;26/11/2025;PREVIDÊNCIA PRÓPRIA - FMS;7.108,77
9025;26/11/2025;CONTRIBUIÇÃO SINDICAL;44,33
9003;26/11/2025;IRRF;449,39
9057;26/11/2025;PREVIDÊNCIA PRÓPRIA - FMS;920,16
9052;26/11/2025;EMPRESTIMO CONSIGNADO CEF;1.297,65
9046;26/11/2025;SINDICATO ACS;91,08
9080;26/11/2025;EMPRÉSTIMO CONSIGNADO BRADESCO;1.307,92
9003;26/11/2025;IRRF;641,22
9057;26/11/2025;PREVIDÊNCIA PRÓPRIA - FMS;1.530,15
9014;26/11/2025;INSS SAÚDE;307,40
9003;26/11/2025;IRRF;51,34
9014;27/11/2025;INSS SAÚDE;2.311,45
9003;27/11/2025;IRRF;1.707,37
9003;27/11/2025;IRRF;738,85
9057;27/11/2025;PREVIDÊNCIA PRÓPRIA - FMS;1.608,28
9003;27/11/2025;IRRF;112,48
9057;27/11/2025;PREVIDÊNCIA PRÓPRIA - FMS;210,66
9003;06/11/2025;IRRF;74,20
9003;06/11/2025;IRRF;95,54
9003;06/11/2025;IRRF;99,81
9105;03/12/2025;IRRF - PESSOA JURÍDICA;98,18
9003;21/11/2025;IRRF;245,39
9003;21/11/2025;IRRF;166,88
9003;21/11/2025;IRRF;276,83
9003;21/11/2025;IRRF;246,90
9003;26/11/2025;IRRF;246,59
9003;26/11/2025;IRRF;244,64
9003;26/11/2025;IRRF;259,48
9003;27/11/2025;IRRF;152,52
9003;24/11/2025;IRRF;18,02
9003;24/11/2025;IRRF;18,03
9003;24/11/2025;IRRF;18,64
9003;24/11/2025;IRRF;18,37
9003;27/11/2025;IRRF;42,43
9105;03/12/2025;IRRF - PESSOA JURÍDICA;477,60
9105;03/12/2025;IRRF - PESSOA JURÍDICA;470,40
9105;05/12/2025;IRRF - PESSOA JURÍDICA;18,61
9105;05/12/2025;IRRF - PESSOA JURÍDICA;17,74
9105;05/12/2025;IRRF - PESSOA JURÍDICA;19,81
9105;05/12/2025;IRRF - PESSOA JURÍDICA;19,76
9105;12/12/2025;IRRF - PESSOA JURÍDICA;70,97
9105;12/12/2025;IRRF - PESSOA JURÍDICA;71,28
9105;12/12/2025;IRRF - PESSOA JURÍDICA;72,70
9105;12/12/2025;IRRF - PESSOA JURÍDICA;73,85
9105;11/12/2025;IRRF - PESSOA JURÍDICA;162,05
9105;11/12/2025;IRRF - PESSOA JURÍDICA;124,22
9105;16/12/2025;IRRF - PESSOA JURÍDICA;60,82
9105;16/12/2025;IRRF - PESSOA JURÍDICA;182,08
9105;11/12/2025;IRRF - PESSOA JURÍDICA;110,62
9003;15/12/2025;IRRF;1.563,58
9057;15/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;3.353,07
9003;15/12/2025;IRRF;3.359,63
9057;15/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;9.393,42
9003;15/12/2025;IRRF;3.969,57
9057;15/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;7.119,39
9003;15/12/2025;IRRF;69,34
9057;15/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;920,16
9003;15/12/2025;IRRF;417,41
9057;15/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;1.487,64
9014;24/12/2025;INSS SAÚDE;7.243,13
9003;24/12/2025;IRRF;4.855,66
9052;24/12/2025;EMPRESTIMO CONSIGNADO CEF;398,48
9025;24/12/2025;CONTRIBUIÇÃO SINDICAL;82,73
9080;24/12/2025;EMPRÉSTIMO CONSIGNADO BRADESCO;1.721,52
9003;24/12/2025;IRRF;2.856,51
9057;24/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;3.353,07
9052;24/12/2025;EMPRESTIMO CONSIGNADO CEF;833,29
9025;24/12/2025;CONTRIBUIÇÃO SINDICAL;417,63
9046;24/12/2025;SINDICATO ACS;546,48
9017;24/12/2025;PENSÃO ALIMENTÍCIA;283,24
9080;24/12/2025;EMPRÉSTIMO CONSIGNADO BRADESCO;4.152,43
9003;24/12/2025;IRRF;21.066,90
9057;24/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;9.393,42
9025;24/12/2025;CONTRIBUIÇÃO SINDICAL;272,87
9080;24/12/2025;EMPRÉSTIMO CONSIGNADO BRADESCO;1.711,90
9003;24/12/2025;IRRF;8.532,18
9057;24/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;7.119,39
9025;24/12/2025;CONTRIBUIÇÃO SINDICAL;44,33
9003;24/12/2025;IRRF;1.155,24
9057;24/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;920,16
9014;24/12/2025;INSS SAÚDE;2.766,42
9003;24/12/2025;IRRF;1.489,18
9014;24/12/2025;INSS SAÚDE;330,58
9003;24/12/2025;IRRF;594,09
9052;24/12/2025;EMPRESTIMO CONSIGNADO CEF;1.297,65
9046;24/12/2025;SINDICATO ACS;91,08
9080;24/12/2025;EMPRÉSTIMO CONSIGNADO BRADESCO;1.307,92
9003;24/12/2025;IRRF;3.624,98
9057;24/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;1.530,15
9014;24/12/2025;INSS SAÚDE;307,40
9003;24/12/2025;IRRF;32,26
9003;15/12/2025;IRRF;1.323,27
9057;15/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;842,64
9003;15/12/2025;IRRF;1.177,49
9057;15/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;765,61
9003;15/12/2025;IRRF;289,45
9057;15/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;210,66
9003;15/12/2025;IRRF;3.580,78
9003;24/12/2025;IRRF;93,40
9057;24/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;210,66
9003;24/12/2025;IRRF;1.345,08
9057;24/12/2025;PREVIDÊNCIA PRÓPRIA - FMS;1.608,29
9003;24/12/2025;IRRF;1.080,53
9014;24/12/2025;INSS SAÚDE;1.950,14
9003;29/12/2025;IRRF;748,80
9002;29/12/2025;ISSQN;468,00
9003;29/12/2025;IRRF;244,90
9003;29/12/2025;IRRF;241,95
9003;29/12/2025;IRRF;233,50
9003;23/12/2025;IRRF;332,88
9105;23/12/2025;IRRF - PESSOA JURÍDICA;501,60
9105;23/12/2025;IRRF - PESSOA JURÍDICA;476,16
9105;23/12/2025;IRRF - PESSOA JURÍDICA;376,32
9105;23/12/2025;IRRF - PESSOA JURÍDICA;609,60
9105;23/12/2025;IRRF - PESSOA JURÍDICA;468,00
9105;23/12/2025;IRRF - PESSOA JURÍDICA;252,00
9105;23/12/2025;IRRF - PESSOA JURÍDICA;558,72
9105;23/12/2025;IRRF - PESSOA JURÍDICA;431,04
9105;23/12/2025;IRRF - PESSOA JURÍDICA;18,51
9105;23/12/2025;IRRF - PESSOA JURÍDICA;18,75
9105;23/12/2025;IRRF - PESSOA JURÍDICA;16,56
9105;23/12/2025;IRRF - PESSOA JURÍDICA;18,12
9105;23/12/2025;IRRF - PESSOA JURÍDICA;18,54
9105;23/12/2025;IRRF - PESSOA JURÍDICA;18,03
9105;23/12/2025;IRRF - PESSOA JURÍDICA;18,24
9003;02/12/2025;IRRF;42,66
9002;02/12/2025;ISSQN;213,28
9003;23/12/2025;IRRF;54,00
9003;10/12/2025;IRRF;27,60
;;;952.458,31
