Extra;Data;Especificação;Arrec. Total
9022;31/08/2023;EMPRESTIMO CONSIGNADO CEF;1.616,61
9026;31/08/2023;CONTRIBUIÇÃO SINDICAL;240,24
9083;31/08/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;623,99
9059;31/08/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;3.187,80
9083;31/08/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;267,66
9059;31/08/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;448,82
9020;31/08/2023;INSS;138,20
9083;04/10/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;267,66
9059;04/10/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;448,82
9022;04/10/2023;EMPRESTIMO CONSIGNADO CEF;1.616,61
9026;04/10/2023;CONTRIBUIÇÃO SINDICAL;240,24
9083;04/10/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;623,99
9059;04/10/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;3.187,80
9020;04/10/2023;INSS;138,20
9022;31/10/2023;EMPRESTIMO CONSIGNADO CEF;1.616,61
9026;31/10/2023;CONTRIBUIÇÃO SINDICAL;240,24
9083;31/10/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;623,99
9059;31/10/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;3.187,80
9083;31/10/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;267,66
9059;31/10/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;448,82
9020;31/10/2023;INSS;138,20
9083;06/12/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;267,66
9059;06/12/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;448,82
9022;06/12/2023;EMPRESTIMO CONSIGNADO CEF;1.616,61
9026;06/12/2023;CONTRIBUIÇÃO SINDICAL;240,24
9083;06/12/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;623,99
9059;06/12/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;3.187,80
9020;06/12/2023;INSS;138,20
9022;28/12/2023;EMPRESTIMO CONSIGNADO CEF;1.327,31
9026;28/12/2023;CONTRIBUIÇÃO SINDICAL;240,24
9083;28/12/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;623,99
9021;28/12/2023;I.R.R.F.;76,24
9059;28/12/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;3.187,80
9083;28/12/2023;EMPRÉSTIMO CONSIGNADO BRADESCO;353,35
9021;28/12/2023;I.R.R.F.;36,91
9059;28/12/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;448,82
9020;28/12/2023;INSS;138,20
9059;11/12/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;3.187,80
9059;11/12/2023;PREVIDÊNCIA PRÓPRIA - HOSPITAL;448,82
;;;81.324,50
