Extra;Data;Especificação;Arrec. Total
9027;28/01/2025;CONTRIBUIÇÃO SINDICAL;34,92
9087;28/01/2025;EMPRESTIMO CONSIGNADO BRADESCO;349,93
9058;28/01/2025;PREVIDÊNCIA PRÓPRIA - FMAS;488,80
9018;28/01/2025;INSS;867,46
9018;28/01/2025;INSS;569,25
9018;28/01/2025;INSS;188,53
9033;28/01/2025;IRRF;475,37
9018;28/01/2025;INSS;243,11
9066;28/01/2025;DESPESA A REGULARIZAR FMAS;310,20
9107;17/02/2025;IRRF - PESSOA JURÍDICA;5,05
9107;17/02/2025;IRRF - PESSOA JURÍDICA;4,81
9107;20/02/2025;IRRF - PESSOA JURÍDICA;37,31
9033;28/02/2025;IRRF;219,32
9033;28/02/2025;IRRF;89,00
9018;28/02/2025;INSS;899,76
9018;28/02/2025;INSS;569,25
9027;27/02/2025;CONTRIBUIÇÃO SINDICAL;34,92
9087;27/02/2025;EMPRESTIMO CONSIGNADO BRADESCO;349,93
9058;27/02/2025;PREVIDÊNCIA PRÓPRIA - FMAS;488,80
9018;27/02/2025;INSS;309,67
9018;27/02/2025;INSS;195,82
9033;27/02/2025;IRRF;551,88
9107;19/02/2025;IRRF - PESSOA JURÍDICA;28,81
9107;19/02/2025;IRRF - PESSOA JURÍDICA;38,49
9107;17/03/2025;IRRF - PESSOA JURÍDICA;34,04
9107;17/03/2025;IRRF - PESSOA JURÍDICA;46,77
9107;26/03/2025;IRRF - PESSOA JURÍDICA;5,30
9107;26/03/2025;IRRF - PESSOA JURÍDICA;5,52
9034;28/03/2025;ISS;219,32
9034;28/03/2025;ISS;89,00
9027;28/03/2025;CONTRIBUIÇÃO SINDICAL;34,92
9087;28/03/2025;EMPRESTIMO CONSIGNADO BRADESCO;349,93
9058;28/03/2025;PREVIDÊNCIA PRÓPRIA - FMAS;488,80
9018;28/03/2025;INSS;1.081,92
9018;28/03/2025;INSS;569,25
9018;28/03/2025;INSS;337,75
9018;28/03/2025;INSS;602,75
9018;28/03/2025;INSS;651,22
9033;28/03/2025;IRRF;495,63
9107;16/04/2025;IRRF - PESSOA JURÍDICA;36,17
9034;30/04/2025;ISS;219,32
9034;30/04/2025;ISS;89,00
9033;23/04/2025;IRRF;4,74
9027;29/04/2025;CONTRIBUIÇÃO SINDICAL;34,92
9087;29/04/2025;EMPRESTIMO CONSIGNADO BRADESCO;349,93
9058;29/04/2025;PREVIDÊNCIA PRÓPRIA - FMAS;488,80
9018;29/04/2025;INSS;603,75
9018;29/04/2025;INSS;569,25
9018;29/04/2025;INSS;341,55
9018;29/04/2025;INSS;651,22
9033;29/04/2025;IRRF;495,63
9018;29/04/2025;INSS;602,75
9033;23/04/2025;IRRF;30,52
9033;23/04/2025;IRRF;4,35
9107;14/05/2025;IRRF - PESSOA JURÍDICA;52,07
9107;19/05/2025;IRRF - PESSOA JURÍDICA;4,24
9107;19/05/2025;IRRF - PESSOA JURÍDICA;4,34
9033;27/05/2025;IRRF;40,92
9107;27/05/2025;IRRF - PESSOA JURÍDICA;35,90
9034;30/05/2025;ISS;219,32
9034;30/05/2025;ISS;89,00
9018;26/05/2025;INSS;603,75
9018;26/05/2025;INSS;569,25
9018;26/05/2025;INSS;341,55
9027;26/05/2025;CONTRIBUIÇÃO SINDICAL;34,92
9087;26/05/2025;EMPRESTIMO CONSIGNADO BRADESCO;349,93
9058;26/05/2025;PREVIDÊNCIA PRÓPRIA - FMAS;488,80
9018;26/05/2025;INSS;651,22
9033;26/05/2025;IRRF;495,63
9018;26/05/2025;INSS;602,75
9107;25/06/2025;IRRF - PESSOA JURÍDICA;4,19
9107;25/06/2025;IRRF - PESSOA JURÍDICA;4,63
9034;30/06/2025;ISS;89,00
9034;30/06/2025;ISS;219,32
9033;16/06/2025;IRRF;48,00
9033;12/06/2025;IRRF;44,56
9027;27/06/2025;CONTRIBUIÇÃO SINDICAL;34,92
9087;27/06/2025;EMPRESTIMO CONSIGNADO BRADESCO;349,93
9058;27/06/2025;PREVIDÊNCIA PRÓPRIA - FMAS;488,80
9018;27/06/2025;INSS;603,75
9018;27/06/2025;INSS;569,25
9018;27/06/2025;INSS;341,55
9018;30/06/2025;INSS;602,75
9018;30/06/2025;INSS;651,22
9033;30/06/2025;IRRF;495,63
9107;08/07/2025;IRRF - PESSOA JURÍDICA;32,81
9033;16/06/2025;IRRF;46,04
9107;21/07/2025;IRRF - PESSOA JURÍDICA;4,29
9107;21/07/2025;IRRF - PESSOA JURÍDICA;4,12
9107;22/07/2025;IRRF - PESSOA JURÍDICA;56,93
9107;22/07/2025;IRRF - PESSOA JURÍDICA;44,22
9107;30/07/2025;IRRF - PESSOA JURÍDICA;219,32
9034;30/07/2025;ISS;89,00
9027;28/07/2025;CONTRIBUIÇÃO SINDICAL;34,92
9087;28/07/2025;EMPRESTIMO CONSIGNADO BRADESCO;349,93
9058;28/07/2025;PREVIDÊNCIA PRÓPRIA - FMAS;488,80
9018;28/07/2025;INSS;945,30
9018;28/07/2025;INSS;569,25
9018;28/07/2025;INSS;651,22
9033;28/07/2025;IRRF;558,13
9018;28/07/2025;INSS;602,75
9033;15/08/2025;IRRF;21,58
9107;19/08/2025;IRRF - PESSOA JURÍDICA;42,06
9107;19/08/2025;IRRF - PESSOA JURÍDICA;48,46
9107;21/08/2025;IRRF - PESSOA JURÍDICA;4,56
9107;21/08/2025;IRRF - PESSOA JURÍDICA;4,08
9034;29/08/2025;ISS;89,00
9018;27/08/2025;INSS;945,30
9018;27/08/2025;INSS;569,25
9027;27/08/2025;CONTRIBUIÇÃO SINDICAL;34,92
