Extra;Data;Especificação;Arrec. Total
9001;30/01/2025;INSS - SEGURADOS;2.256,89
9001;30/01/2025;INSS - SEGURADOS;173,46
9001;30/01/2025;INSS - SEGURADOS;526,61
9001;30/01/2025;INSS - SEGURADOS;640,93
9001;30/01/2025;INSS - SEGURADOS;660,57
9001;30/01/2025;INSS - SEGURADOS;2.824,81
9001;30/01/2025;INSS - SEGURADOS;458,83
9001;30/01/2025;INSS - SEGURADOS;768,58
9054;30/01/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;30/01/2025;CONTRIBUIÇÃO SINDICAL;293,44
9029;30/01/2025;EMPRESTIMO BRADESCO;1.489,80
9054;30/01/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.005,92
9054;28/02/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;28/02/2025;CONTRIBUIÇÃO SINDICAL;299,94
9029;28/02/2025;EMPRESTIMO BRADESCO;1.489,80
9054;28/02/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.122,61
9001;28/02/2025;INSS - SEGURADOS;2.278,25
9001;28/02/2025;INSS - SEGURADOS;180,23
9001;28/02/2025;INSS - SEGURADOS;549,23
9001;28/02/2025;INSS - SEGURADOS;180,23
9001;28/02/2025;INSS - SEGURADOS;791,98
9001;28/02/2025;INSS - SEGURADOS;364,31
9001;28/02/2025;INSS - SEGURADOS;3.655,28
9001;28/02/2025;INSS - SEGURADOS;476,24
9001;28/02/2025;INSS - SEGURADOS;784,78
9013;28/03/2025;EMPRESTIMO CONSIGNADO CEF;1.734,31
9001;28/03/2025;INSS - SEGURADOS;2.278,25
9001;28/03/2025;INSS - SEGURADOS;180,23
9001;28/03/2025;INSS - SEGURADOS;549,23
9001;28/03/2025;INSS - SEGURADOS;180,23
9001;28/03/2025;INSS - SEGURADOS;799,57
9001;28/03/2025;INSS - SEGURADOS;560,13
9001;28/03/2025;INSS - SEGURADOS;3.917,13
9001;28/03/2025;INSS - SEGURADOS;476,24
9001;28/03/2025;INSS - SEGURADOS;784,78
9054;28/03/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;28/03/2025;CONTRIBUIÇÃO SINDICAL;309,21
9029;28/03/2025;EMPRESTIMO BRADESCO;1.489,80
9054;28/03/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.268,14
9001;30/04/2025;INSS - SEGURADOS;163,03
9054;30/04/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;30/04/2025;CONTRIBUIÇÃO SINDICAL;303,52
9029;30/04/2025;EMPRESTIMO BRADESCO;1.489,80
9054;30/04/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.188,50
9013;30/04/2025;EMPRESTIMO CONSIGNADO CEF;1.734,31
9001;30/04/2025;INSS - SEGURADOS;2.522,43
9001;30/04/2025;INSS - SEGURADOS;180,23
9001;30/04/2025;INSS - SEGURADOS;549,23
9001;30/04/2025;INSS - SEGURADOS;180,23
9001;30/04/2025;INSS - SEGURADOS;799,57
9001;30/04/2025;INSS - SEGURADOS;364,31
9001;30/04/2025;INSS - SEGURADOS;3.618,84
9001;30/04/2025;INSS - SEGURADOS;476,24
9001;30/04/2025;INSS - SEGURADOS;784,78
9013;30/05/2025;EMPRESTIMO CONSIGNADO CEF;1.734,71
9001;30/05/2025;INSS - SEGURADOS;2.534,53
9001;30/05/2025;INSS - SEGURADOS;180,23
9001;30/05/2025;INSS - SEGURADOS;549,23
9001;30/05/2025;INSS - SEGURADOS;180,23
9001;30/05/2025;INSS - SEGURADOS;799,57
9001;30/05/2025;INSS - SEGURADOS;364,31
9001;30/05/2025;INSS - SEGURADOS;3.895,72
9001;30/05/2025;INSS - SEGURADOS;476,24
9001;30/05/2025;INSS - SEGURADOS;784,78
9054;30/05/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;30/05/2025;CONTRIBUIÇÃO SINDICAL;303,52
9029;30/05/2025;EMPRESTIMO BRADESCO;1.489,80
9054;30/05/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.188,50
9001;30/06/2025;INSS - SEGURADOS;2.534,53
9029;30/06/2025;EMPRESTIMO BRADESCO;1.627,18
9001;30/06/2025;INSS - SEGURADOS;180,23
9001;30/06/2025;INSS - SEGURADOS;549,23
9001;30/06/2025;INSS - SEGURADOS;180,23
9001;30/06/2025;INSS - SEGURADOS;992,80
9001;30/06/2025;INSS - SEGURADOS;364,31
9001;30/06/2025;INSS - SEGURADOS;3.895,72
9001;30/06/2025;INSS - SEGURADOS;558,21
9001;30/06/2025;INSS - SEGURADOS;784,78
9054;30/06/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;30/06/2025;CONTRIBUIÇÃO SINDICAL;303,52
9029;30/06/2025;EMPRESTIMO BRADESCO;1.489,80
9054;30/06/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.209,75
9054;30/07/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;30/07/2025;CONTRIBUIÇÃO SINDICAL;298,52
9029;30/07/2025;EMPRESTIMO BRADESCO;1.489,80
9054;30/07/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.209,75
9029;30/07/2025;EMPRESTIMO BRADESCO;1.627,18
9001;30/07/2025;INSS - SEGURADOS;2.534,53
9001;30/07/2025;INSS - SEGURADOS;180,23
9001;30/07/2025;INSS - SEGURADOS;549,23
9001;30/07/2025;INSS - SEGURADOS;180,23
9001;30/07/2025;INSS - SEGURADOS;992,80
9001;30/07/2025;INSS - SEGURADOS;168,49
9001;30/07/2025;INSS - SEGURADOS;3.895,72
9001;30/07/2025;INSS - SEGURADOS;1.342,99
9001;29/08/2025;INSS - SEGURADOS;2.534,53
9029;29/08/2025;EMPRESTIMO BRADESCO;1.627,18
9001;29/08/2025;INSS - SEGURADOS;180,23
9001;29/08/2025;INSS - SEGURADOS;1.542,03
9001;29/08/2025;INSS - SEGURADOS;544,54
9001;29/08/2025;INSS - SEGURADOS;3.895,72
9001;29/08/2025;INSS - SEGURADOS;1.342,99
9054;29/08/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;29/08/2025;CONTRIBUIÇÃO SINDICAL;298,52
9029;29/08/2025;EMPRESTIMO BRADESCO;1.489,80
9054;29/08/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.209,75
9001;30/09/2025;INSS - SEGURADOS;2.534,53
9029;30/09/2025;EMPRESTIMO BRADESCO;1.627,18
9001;30/09/2025;INSS - SEGURADOS;180,23
9001;30/09/2025;INSS - SEGURADOS;1.542,03
9001;30/09/2025;INSS - SEGURADOS;544,54
9001;30/09/2025;INSS - SEGURADOS;3.857,77
9001;30/09/2025;INSS - SEGURADOS;1.342,99
9054;30/09/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;30/09/2025;CONTRIBUIÇÃO SINDICAL;298,52
9029;30/09/2025;EMPRESTIMO BRADESCO;1.489,80
9054;30/09/2025;PREVIDÊNCIA PRÓPRIA - ADM;5.209,75
9054;31/10/2025;PREVIDÊNCIA PRÓPRIA - ADM;672,10
9029;30/10/2025;EMPRESTIMO BRADESCO;1.627,18
9001;30/10/2025;INSS - SEGURADOS;2.534,53
9001;30/10/2025;INSS - SEGURADOS;180,23
9001;30/10/2025;INSS - SEGURADOS;1.542,03
9001;30/10/2025;INSS - SEGURADOS;544,54
9001;30/10/2025;INSS - SEGURADOS;3.895,72
9001;30/10/2025;INSS - SEGURADOS;1.342,99
9054;30/10/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;30/10/2025;CONTRIBUIÇÃO SINDICAL;298,52
9029;30/10/2025;EMPRESTIMO BRADESCO;1.489,80
9054;30/10/2025;PREVIDÊNCIA PRÓPRIA - ADM;4.843,15
9054;28/11/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;28/11/2025;CONTRIBUIÇÃO SINDICAL;298,52
9029;28/11/2025;EMPRESTIMO BRADESCO;1.489,80
9054;28/11/2025;PREVIDÊNCIA PRÓPRIA - ADM;4.843,15
9029;28/11/2025;EMPRESTIMO BRADESCO;1.627,18
9001;28/11/2025;INSS - SEGURADOS;2.534,53
9001;28/11/2025;INSS - SEGURADOS;180,23
9001;28/11/2025;INSS - SEGURADOS;1.542,03
9001;28/11/2025;INSS - SEGURADOS;462,57
9001;28/11/2025;INSS - SEGURADOS;3.895,72
9001;28/11/2025;INSS - SEGURADOS;1.342,99
9054;15/12/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9054;15/12/2025;PREVIDÊNCIA PRÓPRIA - ADM;4.843,15
9001;15/12/2025;INSS - SEGURADOS;391,82
9001;15/12/2025;INSS - SEGURADOS;180,23
9001;15/12/2025;INSS - SEGURADOS;360,46
9001;15/12/2025;INSS - SEGURADOS;180,23
9001;15/12/2025;INSS - SEGURADOS;634,36
9001;15/12/2025;INSS - SEGURADOS;540,69
9029;30/12/2025;EMPRESTIMO BRADESCO;1.627,18
9001;30/12/2025;INSS - SEGURADOS;2.534,53
9001;30/12/2025;INSS - SEGURADOS;180,23
9001;30/12/2025;INSS - SEGURADOS;1.542,03
9001;30/12/2025;INSS - SEGURADOS;348,72
9001;30/12/2025;INSS - SEGURADOS;4.009,57
9001;30/12/2025;INSS - SEGURADOS;1.342,99
9054;30/12/2025;PREVIDÊNCIA PRÓPRIA - ADM;315,78
9030;30/12/2025;CONTRIBUIÇÃO SINDICAL;298,52
9029;30/12/2025;EMPRESTIMO BRADESCO;1.489,80
9054;30/12/2025;PREVIDÊNCIA PRÓPRIA - ADM;4.843,15
;;;227.709,06
