Extra;Data;Especificação;Arrec. Total
9068;24/01/2024;IRRF_FUNDO PREVIDENCIA;435,04
9085;25/01/2024;SISEMPEM;22,10
9068;25/01/2024;IRRF_FUNDO PREVIDENCIA;17.207,33
9100;25/01/2024;IRRF-REINF;4,80
9100;19/03/2024;IRRF-REINF;4,80
9085;23/02/2024;SISEMPEM;22,10
9068;23/02/2024;IRRF_FUNDO PREVIDENCIA;17.709,24
9068;22/02/2024;IRRF_FUNDO PREVIDENCIA;424,00
9100;04/03/2024;IRRF-REINF;4,80
9100;08/03/2024;IRRF-REINF;4,80
9085;22/03/2024;SISEMPEM;22,10
9068;22/03/2024;IRRF_FUNDO PREVIDENCIA;18.111,16
9068;22/03/2024;IRRF_FUNDO PREVIDENCIA;424,00
9085;19/04/2024;SISEMPEM;22,90
9068;19/04/2024;IRRF_FUNDO PREVIDENCIA;19.538,42
9068;19/04/2024;IRRF_FUNDO PREVIDENCIA;424,00
9068;02/04/2024;IRRF_FUNDO PREVIDENCIA;3.883,36
9068;25/05/2024;IRRF_FUNDO PREVIDENCIA;19.451,48
9085;25/05/2024;SISEMPEM;22,90
9068;25/05/2024;IRRF_FUNDO PREVIDENCIA;424,00
9100;24/06/2024;IRRF-REINF;4,80
9100;24/06/2024;IRRF-REINF;4,80
9100;24/06/2024;IRRF-REINF;4,80
9068;21/06/2024;IRRF_FUNDO PREVIDENCIA;424,00
9085;21/06/2024;SISEMPEM;22,90
9068;21/06/2024;IRRF_FUNDO PREVIDENCIA;19.451,48
9085;23/07/2024;SISEMPEM;22,90
9068;23/07/2024;IRRF_FUNDO PREVIDENCIA;15.908,85
9102;23/07/2024;PREVIDENCIA - RPPS;14.323,25
9068;23/07/2024;IRRF_FUNDO PREVIDENCIA;332,75
9102;23/07/2024;PREVIDENCIA - RPPS;375,48
9100;31/07/2024;IRRF-REINF;4,80
9100;31/07/2024;IRRF-REINF;4,80
9085;26/08/2024;SISEMPEM;22,90
9068;26/08/2024;IRRF_FUNDO PREVIDENCIA;16.885,83
9102;26/08/2024;PREVIDENCIA - RPPS;15.068,33
9068;26/08/2024;IRRF_FUNDO PREVIDENCIA;332,75
9102;26/08/2024;PREVIDENCIA - RPPS;375,48
9085;23/09/2024;SISEMPEM;22,90
9068;23/09/2024;IRRF_FUNDO PREVIDENCIA;17.710,27
9102;23/09/2024;PREVIDENCIA - RPPS;15.598,19
9068;23/09/2024;IRRF_FUNDO PREVIDENCIA;332,75
9102;23/09/2024;PREVIDENCIA - RPPS;375,48
9085;24/10/2024;SISEMPEM;22,90
9068;24/10/2024;IRRF_FUNDO PREVIDENCIA;17.710,27
9102;24/10/2024;PREVIDENCIA - RPPS;15.598,19
9068;24/10/2024;IRRF_FUNDO PREVIDENCIA;332,75
9102;24/10/2024;PREVIDENCIA - RPPS;375,48
9100;01/11/2024;IRRF-REINF;4,80
9100;27/11/2024;IRRF-REINF;4,80
9068;22/11/2024;IRRF_FUNDO PREVIDENCIA;332,75
9102;22/11/2024;PREVIDENCIA - RPPS;375,48
9085;22/11/2024;SISEMPEM;22,90
9068;22/11/2024;IRRF_FUNDO PREVIDENCIA;17.710,27
9102;22/11/2024;PREVIDENCIA - RPPS;15.598,19
9100;26/12/2024;IRRF-REINF;6,94
9100;27/12/2024;IRRF-REINF;6,94
9068;20/12/2024;IRRF_FUNDO PREVIDENCIA;332,75
9102;20/12/2024;PREVIDENCIA - RPPS;375,48
9085;20/12/2024;SISEMPEM;22,90
9068;20/12/2024;IRRF_FUNDO PREVIDENCIA;17.710,27
9102;20/12/2024;PREVIDENCIA - RPPS;15.598,19
9068;20/12/2024;IRRF_FUNDO PREVIDENCIA;15.785,47
9102;20/12/2024;PREVIDENCIA - RPPS;14.343,37
9068;20/12/2024;IRRF_FUNDO PREVIDENCIA;332,75
9102;20/12/2024;PREVIDENCIA - RPPS;375,48
;;;348.753,14
